restaurant_name,cuisine_type,review_telugu,rating,location
కాఫీ హౌస్,Chinese,ఫ్రెష్ గా చేసిన పనీర్ బట్టర్ మసాలా చాలా టేస్టీ గా ఉంది.,5,ఖమ్మం
కబాబ్ జంక్షన్,Biryani,ఫ్రెష్ గా చేసిన కాఫీ చాలా టేస్టీ గా ఉంది.,1,రాజమండ్రి
టీ టైమ్ స్నాక్స్,North Indian,ఇడ్లీ అసలు బాలేదు.,4,విజయవాడ
గ్రీన్ లీఫ్,South Indian,ఇడ్లీ అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,3,కాకినాడ
తెలుగు తిండి,Biryani,చపాతీ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,4,విజయవాడ
హోటల్ శ్రీఫుడ్,Fast Food,టీ రుచి మామూలుగా ఉంది,3,తిరుపతి
మద్రాస్ కైచెన్,Tandoori,ఇక్కడి టీ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,4,కాకినాడ
తందూరి స్టార్,North Indian,చపాతీ క్వాలిటీ అద్భుతం!,5,ఖమ్మం
చైనీస్ వక్,Chinese,టీ రుచి మరచిపోలేనిది.,2,హైదరాబాద్
డ్రీమ్ డైన్,Tandoori,ఇడ్లీ అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,1,నెల్లూరు
రామయ్య హోటల్,Chinese,"నిజంగా చెప్పాలి అంటే, పూరీ నాకు చాలా నచ్చింది.",3,రాజమండ్రి
బ్రేక్‌ఫాస్ట్ హబ్,Chinese,చపాతీ అసలు బాలేదు.,1,విజయవాడ
ఫుడ్ హబ్,Andhra Meals,కాఫీ అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,1,కాకినాడ
శాంతి సాగర్,Fast Food,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా మలై కొఫ్తా సూపర్.,1,కరీంనగర్
టిఫిన్ సెంటర్,Tandoori,"నిజంగా చెప్పాలి అంటే, దోసె నాకు చాలా నచ్చింది.",4,విశాఖపట్నం
ఓషన్ ఫుడ్,North Indian,పనీర్ బట్టర్ మసాలా రుచి మామూలుగా ఉంది,1,గుంటూరు
స్వీట్ షాప్,Chinese,బర్గర్ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,5,హైదరాబాద్
బరోక్రాఫ్ట్,South Indian,ఇక్కడి పిజ్జా అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,3,గుంటూరు
హల్దీ ఘర్,Biryani,పులిహోర అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,5,నెల్లూరు
ట్రెడిషనల్ టేస్ట్,Tandoori,చపాతీ కొంచెం కూడా బాగోలేదు.,2,విశాఖపట్నం
సౌత్ ఇండియన్ కైచెన్,Fast Food,ఇక్కడి సూప్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,1,కరీంనగర్
స్నాక్ బాక్స్,Andhra Meals,ఫ్రెష్ గా చేసిన మలై కొఫ్తా చాలా టేస్టీ గా ఉంది.,1,విజయవాడ
పరదైస్ రెస్టారెంట్,Chinese,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా గోబీ 65 సూపర్.,3,హైదరాబాద్
డైనింగ్ పాయింట్,North Indian,చపాతీ రుచి మామూలుగా ఉంది,2,హైదరాబాద్
ప్రాతఃకాల భోజనం,Fast Food,దోసె చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,4,నెల్లూరు
శ్రీ వెంకటేశ్వర భోజనాలయం,Fast Food,పులిహోర చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,3,ఖమ్మం
శివ సాగర్,North Indian,పులిహోర చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,3,కాకినాడ
టీ టైమ్ స్నాక్స్,Fast Food,ఇడ్లీ అసలు బాలేదు.,4,విశాఖపట్నం
హల్దీ ఘర్,North Indian,నూడుల్స్ పరవాలేదు ,5,రాజమండ్రి
నవరత్న హోటల్,Andhra Meals,ఫ్రెష్ గా చేసిన దోసె చాలా టేస్టీ గా ఉంది.,3,గుంటూరు
సీఫుడ్ బే,South Indian,గోబీ 65 చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,1,కరీంనగర్
ఫ్లేవర్ హౌస్,Tandoori,నూడుల్స్ క్వాలిటీ అద్భుతం!,4,గుంటూరు
సముద్ర స్వాద్,Andhra Meals,పూరీ అసలు బాలేదు.,4,నెల్లూరు
హోటల్ శ్రీ కృష్ణ,Andhra Meals,పూరీ అసలు బాలేదు.,4,అనంతపూర్
సీఫుడ్ బే,North Indian,ఇక్కడి పనీర్ బట్టర్ మసాలా అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,3,విజయవాడ
స్పైసీ అఫైర్,Biryani,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా పనీర్ బట్టర్ మసాలా సూపర్.,5,విశాఖపట్నం
నవరత్న హోటల్,North Indian,టీ రుచి మామూలుగా ఉంది,3,కాకినాడ
తాండా చికెన్,Chinese,సూప్ రుచి మామూలుగా ఉంది,1,హైదరాబాద్
పర్ఫెక్ట్ టిఫిన్స్,Tandoori,ఫ్రెష్ గా చేసిన దోసె చాలా టేస్టీ గా ఉంది.,2,వరంగల్
చికెన్ జంక్షన్,South Indian,ఇక్కడి మలై కొఫ్తా అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,గుంటూరు
స్నాక్స్ బార్,Biryani,పొంగల్ రుచి మరచిపోలేనిది.,1,నెల్లూరు
బిరియానీ స్పెషల్,Andhra Meals,"నిజంగా చెప్పాలి అంటే, కాఫీ నాకు చాలా నచ్చింది.",2,కాకినాడ
హలవాయ్ షాప్,Biryani,గోబీ 65 చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,5,గుంటూరు
చాట్ స్ట్రీట్,Fast Food,ధర కొంచెం ఎక్కువ కానీ పాయసం చాలా బాగుంది.,2,కాకినాడ
బ్రేక్‌ఫాస్ట్ హబ్,Biryani,మలై కొఫ్తా అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,1,అనంతపూర్
చికెన్ జంక్షన్,North Indian,చికెన్ ఫ్రై కొంచెం కూడా బాగోలేదు.,1,విశాఖపట్నం
దేశీ దాబా,North Indian,బిర్యాని రుచి మామూలుగా ఉంది,4,విశాఖపట్నం
లగ్జరీ డైనింగ్,North Indian,ఫ్రెష్ గా చేసిన సూప్ చాలా టేస్టీ గా ఉంది.,2,గుంటూరు
పంజాబ్ గ్రిల్,Biryani,పిజ్జా అసలు బాలేదు.,5,వరంగల్
చాట్ స్ట్రీట్,Tandoori,"నిజంగా చెప్పాలి అంటే, చపాతీ నాకు చాలా నచ్చింది.",4,తిరుపతి
